1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
703,//,,,SHA256H,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,1,0,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E004000,,"sha256h,                                                ","//		sha256h,                                                	/* 0x5E004000	SHA256H   	 */","//		0x5E004000,	/* SHA256H   	sha256h	 */"
704,//,,,SHA256H2,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,1,0,1,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E005000,,"sha256h2,                                               ","//		sha256h2,                                               	/* 0x5E005000	SHA256H2  	 */","//		0x5E005000,	/* SHA256H2  	sha256h2	 */"
705,//,,,SHA256SU1,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,1,1,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E006000,,"sha256su1,                                              ","//		sha256su1,                                              	/* 0x5E006000	SHA256SU1 	 */","//		0x5E006000,	/* SHA256SU1 	sha256su1	 */"
706,//,,Crypto two-reg SHA,,,,,,,,0,1,0,1,1,1,1,0,size,,1,0,1,0,0,opcode,,,,,1,0,Rn,,,,,Rd,,,,,,,,,,,	/* Crypto two-reg SHA */,	/* Crypto two-reg SHA */
707,//,,,SHA1H,,,,,,,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5E280800,,"sha1h,                                                  ","//		sha1h,                                                  	/* 0x5E280800	SHA1H     	 */","//		0x5E280800,	/* SHA1H     	sha1h	 */"
708,//,,,SHA1SU1,,,,,,,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5E281800,,"sha1su1,                                                ","//		sha1su1,                                                	/* 0x5E281800	SHA1SU1   	 */","//		0x5E281800,	/* SHA1SU1   	sha1su1	 */"
709,//,,,SHA256SU0,,,,,,,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5E282800,,"sha256su0,                                              ","//		sha256su0,                                              	/* 0x5E282800	SHA256SU0 	 */","//		0x5E282800,	/* SHA256SU0 	sha256su0	 */"
710,//,,Crypto AES,,,,,,,,0,1,0,0,1,1,1,0,size,,1,0,1,0,0,opcode,,,,,1,0,Rn,,,,,Rd,,,,,,,,,,,	/* Crypto AES */,	/* Crypto AES */
711,//,,,AESE,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E284800,,"aese,                                                   ","//		aese,                                                   	/* 0x4E284800	AESE      	 */","//		0x4E284800,	/* AESE      	aese	 */"
712,//,,,AESD,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E285800,,"aesd,                                                   ","//		aesd,                                                   	/* 0x4E285800	AESD      	 */","//		0x4E285800,	/* AESD      	aesd	 */"
713,//,,,AESMC,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E286800,,"aesmc,                                                  ","//		aesmc,                                                  	/* 0x4E286800	AESMC     	 */","//		0x4E286800,	/* AESMC     	aesmc	 */"
714,//,,,AESIMC,,,,,,,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x4E287800,,"aesimc,                                                 ","//		aesimc,                                                 	/* 0x4E287800	AESIMC    	 */","//		0x4E287800,	/* AESIMC    	aesimc	 */"
715,//,,AdvSIMD three same,,,,,,,,0,Q,U,0,1,1,1,0,size,,1,Rm,,,,,opcode,,,,,1,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD three same */,	/* AdvSIMD three same */
716,//,,,SHADD,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E200400,,"shadd,                                                  ","//		shadd,                                                  	/* 0x0E200400	SHADD     	 */","//		0x0E200400,	/* SHADD     	shadd	 */"
717,//,,,SQADD,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E200C00,,"vsqaddVector,                                           ","//		vsqaddVector,                                           	/* 0x0E200C00	SQADD     	 */","//		0x0E200C00,	/* SQADD     	vsqaddVector	 */"
718,//,,,SRHADD,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E201400,,"srhadd,                                                 ","//		srhadd,                                                 	/* 0x0E201400	SRHADD    	 */","//		0x0E201400,	/* SRHADD    	srhadd	 */"
719,//,,,SHSUB,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E202400,,"shsub,                                                  ","//		shsub,                                                  	/* 0x0E202400	SHSUB     	 */","//		0x0E202400,	/* SHSUB     	shsub	 */"
720,//,,,SQSUB,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E202C00,,"vsqsubVector,                                           ","//		vsqsubVector,                                           	/* 0x0E202C00	SQSUB     	 */","//		0x0E202C00,	/* SQSUB     	vsqsubVector	 */"
721,//,,,CMGT,v,register_Vector,register,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E203400,,"vcmgtregister_Vector,                                   ","//		vcmgtregister_Vector,                                   	/* 0x0E203400	CMGT      	 */","//		0x0E203400,	/* CMGT      	vcmgtregister_Vector	 */"
722,//,,,CMGE,v,register_Vector,register,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E203C00,,"vcmgeregister_Vector,                                   ","//		vcmgeregister_Vector,                                   	/* 0x0E203C00	CMGE      	 */","//		0x0E203C00,	/* CMGE      	vcmgeregister_Vector	 */"
723,//,,,SSHL Vector,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E204400,,"sshl vector,                                            ","//		sshl vector,                                            	/* 0x0E204400	SSHL Vecto	 */","//		0x0E204400,	/* SSHL Vecto	sshl vector	 */"
724,//,,,SQSHL,v,register_Vector,register,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E204C00,,"vsqshlregister_Vector,                                  ","//		vsqshlregister_Vector,                                  	/* 0x0E204C00	SQSHL     	 */","//		0x0E204C00,	/* SQSHL     	vsqshlregister_Vector	 */"
725,//,,,SRSHL,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E205400,,"vsrshlVector,                                           ","//		vsrshlVector,                                           	/* 0x0E205400	SRSHL     	 */","//		0x0E205400,	/* SRSHL     	vsrshlVector	 */"
726,//,,,SQRSHL,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E205C00,,"vsqrshlVector,                                          ","//		vsqrshlVector,                                          	/* 0x0E205C00	SQRSHL    	 */","//		0x0E205C00,	/* SQRSHL    	vsqrshlVector	 */"
727,//,,,SMAX,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,1,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E206400,,"smax,                                                   ","//		smax,                                                   	/* 0x0E206400	SMAX      	 */","//		0x0E206400,	/* SMAX      	smax	 */"
728,//,,,SMIN,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,1,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E206C00,,"smin,                                                   ","//		smin,                                                   	/* 0x0E206C00	SMIN      	 */","//		0x0E206C00,	/* SMIN      	smin	 */"
729,//,,,SABD,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,1,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E207400,,"sabd,                                                   ","//		sabd,                                                   	/* 0x0E207400	SABD      	 */","//		0x0E207400,	/* SABD      	sabd	 */"
730,//,,,SABA,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,0,1,1,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E207C00,,"saba,                                                   ","//		saba,                                                   	/* 0x0E207C00	SABA      	 */","//		0x0E207C00,	/* SABA      	saba	 */"
731,//,,,ADD,v,vector_Vector,vector,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E208400,,"vaddvector_Vector,                                      ","//		vaddvector_Vector,                                      	/* 0x0E208400	ADD       	 */","//		0x0E208400,	/* ADD       	vaddvector_Vector	 */"
732,//,,,CMTST,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E208C00,,"vcmtstVector,                                           ","//		vcmtstVector,                                           	/* 0x0E208C00	CMTST     	 */","//		0x0E208C00,	/* CMTST     	vcmtstVector	 */"
733,//,,,MLA,,vector,vector,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E209400,,"mlavector,                                              ","//		mlavector,                                              	/* 0x0E209400	MLA       	 */","//		0x0E209400,	/* MLA       	mlavector	 */"
734,//,,,MUL,,vector,vector,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E209C00,,"mulvector,                                              ","//		mulvector,                                              	/* 0x0E209C00	MUL       	 */","//		0x0E209C00,	/* MUL       	mulvector	 */"
735,//,,,SMAXP,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20A400,,"smaxp,                                                  ","//		smaxp,                                                  	/* 0x0E20A400	SMAXP     	 */","//		0x0E20A400,	/* SMAXP     	smaxp	 */"
736,//,,,SMINP,,,,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20AC00,,"sminp,                                                  ","//		sminp,                                                  	/* 0x0E20AC00	SMINP     	 */","//		0x0E20AC00,	/* SMINP     	sminp	 */"
737,//,,,SQDMULH,v,vector_Vector,vector,Vector,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,1,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20B400,,"vsqdmulhvector_Vector,                                  ","//		vsqdmulhvector_Vector,                                  	/* 0x0E20B400	SQDMULH   	 */","//		0x0E20B400,	/* SQDMULH   	vsqdmulhvector_Vector	 */"
738,//,,,ADDP,,vector,vector,,,,0,Q,0,0,1,1,1,0,-,-,1,Rm,,,,,1,0,1,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20BC00,,"addpvector,                                             ","//		addpvector,                                             	/* 0x0E20BC00	ADDP      	 */","//		0x0E20BC00,	/* ADDP      	addpvector	 */"
739,//,,,FMAXNM,,vector,vector,,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20C400,,"fmaxnmvector,                                           ","//		fmaxnmvector,                                           	/* 0x0E20C400	FMAXNM    	 */","//		0x0E20C400,	/* FMAXNM    	fmaxnmvector	 */"
740,//,,,FMLA,,vector,vector,,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20CC00,,"fmlavector,                                             ","//		fmlavector,                                             	/* 0x0E20CC00	FMLA      	 */","//		0x0E20CC00,	/* FMLA      	fmlavector	 */"
741,//,,,FADD,,vector,vector,,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20D400,,"faddvector,                                             ","//		faddvector,                                             	/* 0x0E20D400	FADD      	 */","//		0x0E20D400,	/* FADD      	faddvector	 */"
742,//,,,FMULX,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20DC00,,"vfmulxVector,                                           ","//		vfmulxVector,                                           	/* 0x0E20DC00	FMULX     	 */","//		0x0E20DC00,	/* FMULX     	vfmulxVector	 */"
743,//,,,FCMEQ,v,register_Vector,register,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,1,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20E400,,"vfcmeqregister_Vector,                                  ","//		vfcmeqregister_Vector,                                  	/* 0x0E20E400	FCMEQ     	 */","//		0x0E20E400,	/* FCMEQ     	vfcmeqregister_Vector	 */"
744,//,,,FMAX,,vector,vector,,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,1,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20F400,,"fmaxvector,                                             ","//		fmaxvector,                                             	/* 0x0E20F400	FMAX      	 */","//		0x0E20F400,	/* FMAX      	fmaxvector	 */"
745,//,,,FRECPS,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,0,-,1,Rm,,,,,1,1,1,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E20FC00,,"vfrecpsVector,                                          ","//		vfrecpsVector,                                          	/* 0x0E20FC00	FRECPS    	 */","//		0x0E20FC00,	/* FRECPS    	vfrecpsVector	 */"
746,//,,,AND,,vector,vector,,,,0,Q,0,0,1,1,1,0,0,0,1,Rm,,,,,0,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E201C00,,"andvector,                                              ","//		andvector,                                              	/* 0x0E201C00	AND       	 */","//		0x0E201C00,	/* AND       	andvector	 */"
747,//,,,BIC,,vector_register,vector_register,,,,0,Q,0,0,1,1,1,0,0,1,1,Rm,,,,,0,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0E601C00,,"bicvector_register,                                     ","//		bicvector_register,                                     	/* 0x0E601C00	BIC       	 */","//		0x0E601C00,	/* BIC       	bicvector_register	 */"
748,//,,,FMINNM,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,Rm,,,,,1,1,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0C400,,"fminnmvector,                                           ","//		fminnmvector,                                           	/* 0x0EA0C400	FMINNM    	 */","//		0x0EA0C400,	/* FMINNM    	fminnmvector	 */"
749,//,,,FMLS,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,Rm,,,,,1,1,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0CC00,,"fmlsvector,                                             ","//		fmlsvector,                                             	/* 0x0EA0CC00	FMLS      	 */","//		0x0EA0CC00,	/* FMLS      	fmlsvector	 */"
750,//,,,FSUB,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,Rm,,,,,1,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0D400,,"fsubvector,                                             ","//		fsubvector,                                             	/* 0x0EA0D400	FSUB      	 */","//		0x0EA0D400,	/* FSUB      	fsubvector	 */"
751,//,,,FMIN,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,-,1,Rm,,,,,1,1,1,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0F400,,"fminvector,                                             ","//		fminvector,                                             	/* 0x0EA0F400	FMIN      	 */","//		0x0EA0F400,	/* FMIN      	fminvector	 */"
752,//,,,FRSQRTS,v,Vector,,Vector,,,0,Q,0,0,1,1,1,0,1,-,1,Rm,,,,,1,1,1,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA0FC00,,"vfrsqrtsVector,                                         ","//		vfrsqrtsVector,                                         	/* 0x0EA0FC00	FRSQRTS   	 */","//		0x0EA0FC00,	/* FRSQRTS   	vfrsqrtsVector	 */"
753,//,,,ORR,,vector_register,vector_register,,,,0,Q,0,0,1,1,1,0,1,0,1,Rm,,,,,0,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EA01C00,,"orrvector_register,                                     ","//		orrvector_register,                                     	/* 0x0EA01C00	ORR       	 */","//		0x0EA01C00,	/* ORR       	orrvector_register	 */"
754,//,,,ORN,,vector,vector,,,,0,Q,0,0,1,1,1,0,1,1,1,Rm,,,,,0,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x0EE01C00,,"ornvector,                                              ","//		ornvector,                                              	/* 0x0EE01C00	ORN       	 */","//		0x0EE01C00,	/* ORN       	ornvector	 */"
755,//,,,UHADD,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E200400,,"uhadd,                                                  ","//		uhadd,                                                  	/* 0x2E200400	UHADD     	 */","//		0x2E200400,	/* UHADD     	uhadd	 */"
756,//,,,UQADD,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E200C00,,"vuqaddVector,                                           ","//		vuqaddVector,                                           	/* 0x2E200C00	UQADD     	 */","//		0x2E200C00,	/* UQADD     	vuqaddVector	 */"
757,//,,,URHADD,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E201400,,"urhadd,                                                 ","//		urhadd,                                                 	/* 0x2E201400	URHADD    	 */","//		0x2E201400,	/* URHADD    	urhadd	 */"
758,//,,,UHSUB,,,,,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E202400,,"uhsub,                                                  ","//		uhsub,                                                  	/* 0x2E202400	UHSUB     	 */","//		0x2E202400,	/* UHSUB     	uhsub	 */"
759,//,,,UQSUB,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E202C00,,"vuqsubVector,                                           ","//		vuqsubVector,                                           	/* 0x2E202C00	UQSUB     	 */","//		0x2E202C00,	/* UQSUB     	vuqsubVector	 */"
760,//,,,CMHI,v,register_Vector,register,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E203400,,"vcmhiregister_Vector,                                   ","//		vcmhiregister_Vector,                                   	/* 0x2E203400	CMHI      	 */","//		0x2E203400,	/* CMHI      	vcmhiregister_Vector	 */"
761,//,,,CMHS,v,register_Vector,register,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,0,1,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E203C00,,"vcmhsregister_Vector,                                   ","//		vcmhsregister_Vector,                                   	/* 0x2E203C00	CMHS      	 */","//		0x2E203C00,	/* CMHS      	vcmhsregister_Vector	 */"
762,//,,,USHL,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,0,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E204400,,"vushlVector,                                            ","//		vushlVector,                                            	/* 0x2E204400	USHL      	 */","//		0x2E204400,	/* USHL      	vushlVector	 */"
763,//,,,UQSHL,v,register_Vector,register,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,0,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E204C00,,"vuqshlregister_Vector,                                  ","//		vuqshlregister_Vector,                                  	/* 0x2E204C00	UQSHL     	 */","//		0x2E204C00,	/* UQSHL     	vuqshlregister_Vector	 */"
764,//,,,URSHL,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E205400,,"vurshlVector,                                           ","//		vurshlVector,                                           	/* 0x2E205400	URSHL     	 */","//		0x2E205400,	/* URSHL     	vurshlVector	 */"
765,//,,,UQRSHL,v,Vector,,Vector,,,0,Q,1,0,1,1,1,0,-,-,1,Rm,,,,,0,1,0,1,1,1,Rn,,,,,Rd,,,,,,-:Q:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x2E205C00,,"vuqrshlVector,                                          ","//		vuqrshlVector,                                          	/* 0x2E205C00	UQRSHL    	 */","//		0x2E205C00,	/* UQRSHL    	vuqrshlVector	 */"
